0.12	0.14
2.9283
2.9953	2.9189
3.0478	2.9811
3.0904	3.0311
3.1260	3.0725
3.1564	3.1075
3.1829	3.1378
3.2064	3.1643
3.2274	3.1880
3.2464	3.2094
3.2639	3.2288
3.2800	3.2467
3.2950	3.2633
3.3090	3.2787
3.3222	3.2932
3.3347	3.3069
3.3467	3.3199
3.3581	3.3323
3.3691	3.3442
3.3797	3.3557
3.3899	3.3668
3.3999	3.3776
3.4097	3.3881
3.4193	3.3984
3.4288	3.4085
3.4381	3.4185
3.4474	3.4284
3.4567	3.4382
3.4659	3.4481
3.4753	3.4580
3.4847	3.4680
3.4944	3.4782
3.5042	3.4886
3.5144	3.4993
3.5249	3.5104
3.5360	3.5221
3.5478	3.5345
3.5606	3.5478
3.5747	3.5626
3.5907	3.5792
3.6096	3.5989
3.6338	3.6240
3.6701	3.6615
