	0.220.24	1.1893
0.26	1.2452
0.28	1.2896
0.30	1.3276
0.32	1.3611
0.34	1.3912
0.36	1.4184
0.38	1.4431
0.40	1.4655
0.42	1.4859
0.44	1.5045
0.46	1.5213
0.48	1.5365
0.50	1.5501
0.52	1.5623
0.54	1.5732
0.56	1.5828
0.58	1.5912
0.60	1.5984
0.62	1.6047
0.64	1.6099
0.66	1.6142
0.68	1.6177
0.70	1.6205
0.72	1.6226
0.74	1.6241
0.76	1.6252
0.78	1.6260
0.80	1.6264
0.82	1.6266
0.84	1.6267
0.86	1.6268
0.88	1.6268
0.90	1.6268
0.92	1.6268
0.94	1.6268
0.96	1.6268
0.98	1.6268
1.00	1.6268