0.12	0.142.0849
2.1318	2.0788
2.1728	2.1214
2.2090	2.1594
2.2412	2.1934
2.2703	2.2242
2.2967	2.2523
2.3208	2.2781
2.3431	2.3019
2.3638	2.3240
2.3831	2.3446
2.4012	2.3640
2.4183	2.3824
2.4346	2.3997
2.4501	2.4163
2.4649	2.4321
2.4792	2.4474
2.4929	2.4620
2.5062	2.4762
2.5192	2.4900
2.5318	2.5035
2.5441	2.5166
2.5563	2.5295
2.5682	2.5422
2.5801	2.5548
2.5918	2.5672
2.6036	2.5796
2.6153	2.5920
2.6271	2.6045
2.6390	2.6170
2.6510	2.6297
2.6633	2.6427
2.6760	2.6560
2.6890	2.6697
2.7026	2.6840
2.7170	2.6990
2.7322	2.7150
2.7487	2.7322
2.7670	2.7513
2.7877	2.7728
2.8123	2.7984
2.8437	2.8310
2.8908	2.8797