	0.02
0.10	3.3261
0.12	3.3563
0.14	3.3802
0.16	3.3999
0.18	3.4167
0.20	3.4314
0.22	3.4443
0.24	3.4559
0.26	3.4665
0.28	3.4763
0.30	3.4853
0.32	3.4937
0.34	3.5017
0.36	3.5092
0.38	3.5163
0.40	3.5231
0.42	3.5297
0.44	3.5360
0.46	3.5422
0.48	3.5481
0.50	3.5540
0.52	3.5597
0.54	3.5653
0.56	3.5709
0.58	3.5763
0.60	3.5818
0.62	3.5873
0.64	3.5927
0.66	3.5982
0.68	3.6037
0.70	3.6093
0.72	3.6150
0.74	3.6208
0.76	3.6269
0.78	3.6331
0.80	3.6396
0.82	3.6464
0.84	3.6537
0.86	3.6615
0.88	3.6701
0.90	3.6796
0.92	3.6907
0.94	3.7040
0.96	3.7214
0.98	3.7481
